image_no,label,prediction,cosine_dist
18.0,208.0,205.0,0.30027711391448975
21.0,208.0,159.0,0.2500573396682739
23.0,208.0,205.0,0.30027711391448975
24.0,208.0,205.0,0.30027711391448975
28.0,208.0,207.0,0.17899096012115479
32.0,208.0,207.0,0.17899096012115479
39.0,208.0,207.0,0.17899096012115479
43.0,208.0,264.0,1.2038689851760864
48.0,208.0,235.0,0.6307343244552612
49.0,208.0,207.0,0.17899096012115479
9.0,209.0,159.0,0.26837825775146484
18.0,209.0,805.0,0.23482120037078857
27.0,209.0,168.0,0.27148687839508057
34.0,209.0,178.0,0.23176556825637817
36.0,209.0,208.0,0.0836712121963501
40.0,209.0,676.0,0.886765718460083
5.0,210.0,164.0,0.13147389888763428
5.0,210.0,212.0,0.729715883731842
8.0,210.0,209.0,0.2986965775489807
10.0,210.0,242.0,0.9664496183395386
21.0,210.0,208.0,0.3733791708946228
38.0,210.0,209.0,0.2986965775489807
42.0,210.0,211.0,0.14491844177246094
47.0,210.0,211.0,0.14491844177246094
49.0,210.0,852.0,0.3844531774520874
9.0,211.0,159.0,0.05460995435714722
15.0,211.0,159.0,0.05460995435714722
20.0,211.0,159.0,0.05460995435714722
21.0,211.0,159.0,0.05460995435714722
23.0,211.0,159.0,0.05460995435714722
25.0,211.0,159.0,0.05460995435714722
29.0,211.0,159.0,0.05460995435714722
30.0,211.0,159.0,0.05460995435714722
32.0,211.0,178.0,0.19127273559570312
34.0,211.0,180.0,0.21296441555023193
36.0,211.0,159.0,0.05460995435714722
42.0,211.0,159.0,0.05460995435714722
49.0,211.0,159.0,0.05460995435714722
5.0,212.0,207.0,0.42655473947525024
10.0,212.0,217.0,0.30250877141952515
14.0,212.0,217.0,0.30250877141952515
15.0,212.0,218.0,0.34228086471557617
16.0,212.0,217.0,0.30250877141952515
19.0,212.0,216.0,0.1935265064239502
24.0,212.0,217.0,0.30250877141952515
27.0,212.0,215.0,0.2421494722366333
28.0,212.0,217.0,0.30250877141952515
29.0,212.0,219.0,0.2166156768798828
31.0,212.0,169.0,0.2962336540222168
35.0,212.0,215.0,0.2421494722366333
43.0,212.0,213.0,0.13592511415481567
44.0,212.0,215.0,0.2421494722366333
0.0,213.0,217.0,1.142224907875061
0.0,213.0,219.0,0.22555261850357056
5.0,213.0,207.0,0.13531601428985596
6.0,213.0,219.0,0.22555261850357056
14.0,213.0,218.0,0.30526256561279297
34.0,213.0,248.0,1.3603730201721191
46.0,213.0,215.0,0.3014013171195984
46.0,213.0,218.0,0.30526256561279297
9.0,214.0,256.0,0.7281196713447571
13.0,214.0,165.0,0.22247248888015747
29.0,214.0,218.0,0.2988327741622925
3.0,215.0,218.0,0.13519513607025146
19.0,215.0,212.0,0.09291023015975952
22.0,215.0,217.0,0.17976003885269165
24.0,215.0,212.0,0.09291023015975952
26.0,215.0,212.0,0.09291023015975952
30.0,215.0,265.0,1.5009069442749023
30.0,215.0,267.0,1.383203148841858
38.0,215.0,218.0,0.13519513607025146
43.0,215.0,218.0,0.13519513607025146
4.0,216.0,220.0,0.04997164011001587
10.0,216.0,184.0,0.757209837436676
38.0,216.0,215.0,0.2375500202178955
38.0,216.0,218.0,0.3262075185775757
3.0,217.0,219.0,0.07662796974182129
12.0,217.0,215.0,0.0611804723739624
19.0,217.0,247.0,0.7406020164489746
44.0,217.0,212.0,0.0753631591796875
2.0,218.0,215.0,0.08616113662719727
2.0,218.0,217.0,0.09799164533615112
32.0,218.0,156.0,0.14216387271881104
40.0,218.0,215.0,0.08616113662719727
44.0,218.0,156.0,0.14216387271881104
6.0,219.0,197.0,1.0799741744995117
8.0,219.0,207.0,0.37871265411376953
13.0,219.0,205.0,1.0284134149551392
14.0,219.0,213.0,0.21625256538391113
15.0,219.0,218.0,0.17874372005462646
18.0,219.0,207.0,0.37871265411376953
20.0,219.0,213.0,0.21625256538391113
31.0,219.0,217.0,0.4187377691268921
32.0,219.0,220.0,0.03620409965515137
34.0,219.0,217.0,0.4187377691268921
34.0,219.0,218.0,0.17874372005462646
38.0,219.0,217.0,0.4187377691268921
3.0,220.0,213.0,0.17148268222808838
4.0,220.0,206.0,0.4646943211555481
5.0,220.0,219.0,0.1805165410041809
18.0,220.0,207.0,0.7471835613250732
20.0,220.0,219.0,0.1805165410041809
21.0,220.0,214.0,0.267040491104126
21.0,220.0,219.0,0.1805165410041809
23.0,220.0,221.0,0.32576096057891846
25.0,220.0,216.0,0.062314510345458984
29.0,220.0,219.0,0.1805165410041809
36.0,220.0,233.0,1.1554189920425415
37.0,220.0,208.0,0.6630992889404297
39.0,220.0,213.0,0.17148268222808838
40.0,220.0,218.0,0.41734325885772705
40.0,220.0,219.0,0.1805165410041809
48.0,220.0,205.0,0.35196632146835327
49.0,220.0,156.0,0.6106166243553162
0.0,221.0,266.0,0.26044636964797974
11.0,221.0,233.0,0.20777809619903564
14.0,221.0,215.0,1.588993787765503
26.0,221.0,206.0,0.11480873823165894
34.0,221.0,266.0,0.26044636964797974
46.0,221.0,183.0,0.17193567752838135
1.0,222.0,270.0,0.3832613229751587
5.0,222.0,257.0,0.0668419599533081
5.0,222.0,258.0,0.33986735343933105
6.0,222.0,207.0,0.10961854457855225
8.0,222.0,258.0,0.33986735343933105
16.0,222.0,258.0,0.33986735343933105
23.0,222.0,258.0,0.33986735343933105
25.0,222.0,164.0,0.7135811448097229
26.0,222.0,270.0,0.3832613229751587
28.0,222.0,270.0,0.3832613229751587
34.0,222.0,239.0,0.8415082097053528
39.0,222.0,258.0,0.33986735343933105
40.0,222.0,207.0,0.10961854457855225
42.0,222.0,258.0,0.33986735343933105
43.0,222.0,270.0,0.3832613229751587
46.0,222.0,257.0,0.0668419599533081
49.0,222.0,257.0,0.0668419599533081
2.0,223.0,224.0,0.18156790733337402
5.0,223.0,224.0,0.18156790733337402
11.0,223.0,224.0,0.18156790733337402
13.0,223.0,805.0,0.6396480798721313
25.0,223.0,227.0,0.11972397565841675
37.0,223.0,205.0,0.3996098041534424
43.0,223.0,206.0,1.1231955289840698
4.0,224.0,227.0,0.4225008487701416
14.0,224.0,205.0,0.21365201473236084
18.0,224.0,182.0,1.389561414718628
39.0,224.0,205.0,0.21365201473236084
39.0,224.0,214.0,0.9208086133003235
42.0,224.0,205.0,0.21365201473236084
44.0,224.0,208.0,0.799968421459198
8.0,225.0,275.0,0.37863099575042725
12.0,225.0,235.0,0.15287446975708008
14.0,225.0,235.0,0.15287446975708008
42.0,225.0,235.0,0.15287446975708008
47.0,225.0,159.0,0.4570719599723816
3.0,226.0,231.0,0.7631974220275879
5.0,226.0,175.0,0.22094178199768066
8.0,226.0,184.0,0.312145471572876
9.0,226.0,197.0,0.28038692474365234
10.0,226.0,202.0,0.2549513578414917
11.0,226.0,197.0,0.28038692474365234
12.0,226.0,255.0,0.5502743721008301
14.0,226.0,196.0,1.162674903869629
14.0,226.0,197.0,0.28038692474365234
16.0,226.0,224.0,0.9840463399887085
19.0,226.0,204.0,0.5943677425384521
22.0,226.0,257.0,1.0852617025375366
25.0,226.0,201.0,0.5755631923675537
31.0,226.0,197.0,0.28038692474365234
34.0,226.0,200.0,0.0947638750076294
34.0,226.0,202.0,0.2549513578414917
37.0,226.0,230.0,1.01473867893219
37.0,226.0,231.0,0.7631974220275879
38.0,226.0,240.0,0.8575085401535034
41.0,226.0,213.0,0.8260122537612915
42.0,226.0,169.0,1.4387319087982178
42.0,226.0,217.0,1.2515082359313965
43.0,226.0,230.0,1.01473867893219
4.0,227.0,235.0,0.2054680585861206
10.0,227.0,258.0,1.4975552558898926
19.0,227.0,248.0,0.47657179832458496
19.0,227.0,250.0,0.5671803951263428
22.0,227.0,273.0,0.1402730941772461
23.0,227.0,273.0,0.1402730941772461
25.0,227.0,232.0,0.4373565912246704
26.0,227.0,232.0,0.4373565912246704
28.0,227.0,209.0,0.3426607847213745
30.0,227.0,231.0,0.5428697466850281
32.0,227.0,235.0,0.2054680585861206
36.0,227.0,179.0,1.016589641571045
36.0,227.0,180.0,0.6834688782691956
41.0,227.0,223.0,0.1832444667816162
45.0,227.0,263.0,0.36161285638809204
6.0,228.0,257.0,0.48185449838638306
21.0,228.0,200.0,0.3190363049507141
40.0,228.0,267.0,0.3653985857963562
48.0,228.0,202.0,0.2902473211288452
17.0,229.0,231.0,0.4798445701599121
17.0,229.0,232.0,0.5154266953468323
23.0,229.0,233.0,0.22323840856552124
31.0,229.0,202.0,0.16934525966644287
32.0,229.0,203.0,0.5956134796142578
46.0,229.0,200.0,0.11490046977996826
4.0,230.0,231.0,0.03069359064102173
5.0,230.0,231.0,0.03069359064102173
9.0,230.0,162.0,1.080277681350708
14.0,230.0,261.0,0.35591185092926025
15.0,230.0,231.0,0.03069359064102173
19.0,230.0,231.0,0.03069359064102173
19.0,230.0,247.0,0.9243212342262268
21.0,230.0,231.0,0.03069359064102173
24.0,230.0,157.0,0.17087769508361816
25.0,230.0,361.0,0.8261185884475708
27.0,230.0,215.0,1.1390899419784546
30.0,230.0,263.0,0.315396249294281
32.0,230.0,231.0,0.03069359064102173
42.0,230.0,231.0,0.03069359064102173
46.0,230.0,231.0,0.03069359064102173
49.0,230.0,231.0,0.03069359064102173
3.0,231.0,232.0,0.312887966632843
6.0,231.0,230.0,0.062137484550476074
8.0,231.0,230.0,0.062137484550476074
11.0,231.0,230.0,0.062137484550476074
12.0,231.0,232.0,0.312887966632843
13.0,231.0,232.0,0.312887966632843
14.0,231.0,230.0,0.062137484550476074
15.0,231.0,230.0,0.062137484550476074
16.0,231.0,230.0,0.062137484550476074
17.0,231.0,232.0,0.312887966632843
19.0,231.0,230.0,0.062137484550476074
20.0,231.0,232.0,0.312887966632843
21.0,231.0,230.0,0.062137484550476074
24.0,231.0,232.0,0.312887966632843
25.0,231.0,230.0,0.062137484550476074
26.0,231.0,232.0,0.312887966632843
27.0,231.0,230.0,0.062137484550476074
29.0,231.0,230.0,0.062137484550476074
30.0,231.0,230.0,0.062137484550476074
31.0,231.0,230.0,0.062137484550476074
32.0,231.0,232.0,0.312887966632843
33.0,231.0,230.0,0.062137484550476074
34.0,231.0,200.0,0.9004262685775757
35.0,231.0,226.0,0.27724069356918335
36.0,231.0,238.0,1.1925843954086304
40.0,231.0,230.0,0.062137484550476074
44.0,231.0,230.0,0.062137484550476074
46.0,231.0,232.0,0.312887966632843
47.0,231.0,232.0,0.312887966632843
48.0,231.0,169.0,0.23773443698883057
3.0,232.0,212.0,0.49526381492614746
7.0,232.0,231.0,0.007555127143859863
9.0,232.0,231.0,0.007555127143859863
10.0,232.0,241.0,0.576707124710083
10.0,232.0,264.0,0.0997505784034729
11.0,232.0,231.0,0.007555127143859863
15.0,232.0,227.0,0.22910070419311523
15.0,232.0,240.0,0.24573487043380737
16.0,232.0,231.0,0.007555127143859863
18.0,232.0,231.0,0.007555127143859863
19.0,232.0,231.0,0.007555127143859863
20.0,232.0,231.0,0.007555127143859863
22.0,232.0,231.0,0.007555127143859863
23.0,232.0,231.0,0.007555127143859863
25.0,232.0,217.0,0.35612791776657104
32.0,232.0,231.0,0.007555127143859863
35.0,232.0,231.0,0.007555127143859863
40.0,232.0,231.0,0.007555127143859863
41.0,232.0,231.0,0.007555127143859863
47.0,232.0,231.0,0.007555127143859863
49.0,232.0,231.0,0.007555127143859863
8.0,233.0,267.0,0.3161967992782593
9.0,233.0,183.0,0.10951781272888184
12.0,233.0,205.0,1.3842055797576904
15.0,233.0,197.0,0.10607647895812988
21.0,233.0,197.0,0.10607647895812988
23.0,233.0,267.0,0.3161967992782593
26.0,233.0,267.0,0.3161967992782593
33.0,233.0,183.0,0.10951781272888184
37.0,233.0,183.0,0.10951781272888184
41.0,233.0,256.0,0.42460429668426514
43.0,233.0,252.0,0.3177949786186218
45.0,233.0,221.0,0.489998459815979
46.0,233.0,206.0,1.0779427289962769
46.0,233.0,267.0,0.3161967992782593
48.0,233.0,183.0,0.10951781272888184
48.0,233.0,197.0,0.10607647895812988
3.0,234.0,227.0,0.17229485511779785
14.0,234.0,262.0,0.545677661895752
25.0,234.0,238.0,0.28052836656570435
40.0,234.0,236.0,0.07963502407073975
48.0,234.0,240.0,0.22100627422332764
0.0,235.0,230.0,1.0216436386108398
0.0,235.0,231.0,0.33701860904693604
1.0,235.0,227.0,0.12448102235794067
1.0,235.0,236.0,0.3601583242416382
9.0,235.0,225.0,0.10567277669906616
25.0,235.0,174.0,0.15200090408325195
26.0,235.0,255.0,0.6945300102233887
28.0,235.0,225.0,0.10567277669906616
37.0,235.0,225.0,0.10567277669906616
43.0,235.0,224.0,0.3237619996070862
48.0,235.0,225.0,0.10567277669906616
3.0,236.0,234.0,0.25480276346206665
5.0,236.0,211.0,0.345034658908844
6.0,236.0,237.0,0.11377537250518799
10.0,236.0,234.0,0.25480276346206665
15.0,236.0,234.0,0.25480276346206665
17.0,236.0,238.0,0.7217284440994263
18.0,236.0,234.0,0.25480276346206665
19.0,236.0,165.0,0.1279810070991516
29.0,236.0,234.0,0.25480276346206665
31.0,236.0,213.0,0.6177740693092346
33.0,236.0,234.0,0.25480276346206665
43.0,236.0,171.0,0.644015908241272
45.0,236.0,234.0,0.25480276346206665
47.0,236.0,237.0,0.11377537250518799
49.0,236.0,234.0,0.25480276346206665
4.0,237.0,151.0,0.07653892040252686
5.0,237.0,253.0,0.4166885018348694
8.0,237.0,253.0,0.4166885018348694
14.0,237.0,234.0,0.5940839052200317
20.0,237.0,151.0,0.07653892040252686
21.0,237.0,173.0,0.633867621421814
23.0,237.0,236.0,0.1661202311515808
27.0,237.0,236.0,0.1661202311515808
32.0,237.0,151.0,0.07653892040252686
39.0,237.0,195.0,0.4517022371292114
41.0,237.0,179.0,0.5908501744270325
47.0,237.0,234.0,0.5940839052200317
0.0,238.0,241.0,0.04038524627685547
1.0,238.0,240.0,0.05700337886810303
1.0,238.0,241.0,0.04038524627685547
3.0,238.0,241.0,0.04038524627685547
6.0,238.0,241.0,0.04038524627685547
8.0,238.0,240.0,0.05700337886810303
8.0,238.0,241.0,0.04038524627685547
12.0,238.0,240.0,0.05700337886810303
15.0,238.0,234.0,0.36315393447875977
17.0,238.0,241.0,0.04038524627685547
20.0,238.0,240.0,0.05700337886810303
22.0,238.0,240.0,0.05700337886810303
24.0,238.0,241.0,0.04038524627685547
25.0,238.0,239.0,0.12875241041183472
29.0,238.0,241.0,0.04038524627685547
33.0,238.0,241.0,0.04038524627685547
35.0,238.0,250.0,0.9470386505126953
38.0,238.0,240.0,0.05700337886810303
38.0,238.0,241.0,0.04038524627685547
40.0,238.0,234.0,0.36315393447875977
41.0,238.0,222.0,1.010797381401062
45.0,238.0,240.0,0.05700337886810303
45.0,238.0,241.0,0.04038524627685547
46.0,238.0,241.0,0.04038524627685547
49.0,238.0,241.0,0.04038524627685547
11.0,239.0,240.0,0.03602957725524902
15.0,239.0,238.0,0.04149848222732544
21.0,239.0,238.0,0.04149848222732544
32.0,239.0,240.0,0.03602957725524902
33.0,239.0,193.0,0.7803312540054321
33.0,239.0,240.0,0.03602957725524902
33.0,239.0,241.0,0.04378753900527954
1.0,240.0,239.0,0.12222719192504883
2.0,240.0,238.0,0.04961496591567993
3.0,240.0,241.0,0.029041171073913574
4.0,240.0,238.0,0.04961496591567993
5.0,240.0,238.0,0.04961496591567993
6.0,240.0,238.0,0.04961496591567993
7.0,240.0,238.0,0.04961496591567993
7.0,240.0,241.0,0.029041171073913574
8.0,240.0,238.0,0.04961496591567993
8.0,240.0,241.0,0.029041171073913574
9.0,240.0,238.0,0.04961496591567993
10.0,240.0,238.0,0.04961496591567993
10.0,240.0,241.0,0.029041171073913574
11.0,240.0,241.0,0.029041171073913574
12.0,240.0,238.0,0.04961496591567993
13.0,240.0,241.0,0.029041171073913574
14.0,240.0,238.0,0.04961496591567993
14.0,240.0,241.0,0.029041171073913574
15.0,240.0,238.0,0.04961496591567993
16.0,240.0,241.0,0.029041171073913574
17.0,240.0,238.0,0.04961496591567993
17.0,240.0,241.0,0.029041171073913574
18.0,240.0,238.0,0.04961496591567993
18.0,240.0,241.0,0.029041171073913574
19.0,240.0,238.0,0.04961496591567993
20.0,240.0,241.0,0.029041171073913574
21.0,240.0,241.0,0.029041171073913574
24.0,240.0,241.0,0.029041171073913574
26.0,240.0,239.0,0.12222719192504883
27.0,240.0,238.0,0.04961496591567993
28.0,240.0,239.0,0.12222719192504883
28.0,240.0,241.0,0.029041171073913574
30.0,240.0,241.0,0.029041171073913574
31.0,240.0,241.0,0.029041171073913574
32.0,240.0,238.0,0.04961496591567993
32.0,240.0,241.0,0.029041171073913574
33.0,240.0,238.0,0.04961496591567993
33.0,240.0,241.0,0.029041171073913574
35.0,240.0,241.0,0.029041171073913574
36.0,240.0,238.0,0.04961496591567993
36.0,240.0,241.0,0.029041171073913574
37.0,240.0,238.0,0.04961496591567993
37.0,240.0,241.0,0.029041171073913574
38.0,240.0,241.0,0.029041171073913574
39.0,240.0,241.0,0.029041171073913574
40.0,240.0,238.0,0.04961496591567993
40.0,240.0,241.0,0.029041171073913574
41.0,240.0,238.0,0.04961496591567993
43.0,240.0,241.0,0.029041171073913574
44.0,240.0,238.0,0.04961496591567993
46.0,240.0,236.0,0.5626083612442017
47.0,240.0,239.0,0.12222719192504883
48.0,240.0,238.0,0.04961496591567993
48.0,240.0,241.0,0.029041171073913574
49.0,240.0,238.0,0.04961496591567993
49.0,240.0,241.0,0.029041171073913574
4.0,241.0,238.0,0.04870891571044922
8.0,241.0,240.0,0.04003143310546875
10.0,241.0,238.0,0.04870891571044922
13.0,241.0,240.0,0.04003143310546875
15.0,241.0,240.0,0.04003143310546875
16.0,241.0,240.0,0.04003143310546875
17.0,241.0,240.0,0.04003143310546875
21.0,241.0,238.0,0.04870891571044922
22.0,241.0,240.0,0.04003143310546875
23.0,241.0,240.0,0.04003143310546875
29.0,241.0,238.0,0.04870891571044922
30.0,241.0,240.0,0.04003143310546875
32.0,241.0,240.0,0.04003143310546875
36.0,241.0,162.0,0.4011985659599304
41.0,241.0,240.0,0.04003143310546875
42.0,241.0,240.0,0.04003143310546875
43.0,241.0,240.0,0.04003143310546875
45.0,241.0,238.0,0.04870891571044922
48.0,241.0,240.0,0.04003143310546875
3.0,242.0,180.0,0.15002483129501343
10.0,242.0,159.0,0.5788090229034424
25.0,242.0,159.0,0.5788090229034424
26.0,242.0,159.0,0.5788090229034424
26.0,242.0,180.0,0.15002483129501343
28.0,242.0,243.0,0.05027288198471069
28.0,242.0,245.0,0.23036432266235352
29.0,242.0,243.0,0.05027288198471069
30.0,242.0,163.0,0.908630907535553
30.0,242.0,179.0,0.20849239826202393
32.0,242.0,805.0,0.4727720618247986
36.0,242.0,254.0,0.6451375484466553
37.0,242.0,245.0,0.23036432266235352
38.0,242.0,243.0,0.05027288198471069
40.0,242.0,245.0,0.23036432266235352
46.0,242.0,179.0,0.20849239826202393
49.0,242.0,172.0,0.6880227327346802
5.0,243.0,182.0,0.4597804546356201
6.0,243.0,245.0,0.33106666803359985
7.0,243.0,242.0,0.08271276950836182
21.0,243.0,242.0,0.08271276950836182
21.0,243.0,246.0,0.17061281204223633
23.0,243.0,242.0,0.08271276950836182
25.0,243.0,245.0,0.33106666803359985
32.0,243.0,242.0,0.08271276950836182
35.0,243.0,159.0,0.34298837184906006
37.0,243.0,179.0,0.3103097081184387
37.0,243.0,180.0,0.21895897388458252
42.0,243.0,242.0,0.08271276950836182
46.0,243.0,180.0,0.21895897388458252
47.0,243.0,179.0,0.3103097081184387
47.0,243.0,180.0,0.21895897388458252
9.0,244.0,233.0,0.9127909541130066
9.0,244.0,256.0,0.1792614459991455
35.0,244.0,256.0,0.1792614459991455
9.0,245.0,179.0,0.27000218629837036
17.0,245.0,195.0,0.07083785533905029
34.0,245.0,179.0,0.27000218629837036
34.0,245.0,242.0,0.1799723505973816
38.0,245.0,208.0,0.8042594194412231
0.0,246.0,242.0,0.24223542213439941
1.0,246.0,195.0,0.9415394067764282
3.0,246.0,225.0,0.6647489070892334
6.0,246.0,178.0,0.36846911907196045
8.0,246.0,259.0,0.885461688041687
8.0,246.0,260.0,1.4534181356430054
9.0,246.0,178.0,0.36846911907196045
11.0,246.0,159.0,0.33213675022125244
16.0,246.0,180.0,0.2093740701675415
17.0,246.0,159.0,0.33213675022125244
18.0,246.0,159.0,0.33213675022125244
19.0,246.0,180.0,0.2093740701675415
26.0,246.0,180.0,0.2093740701675415
28.0,246.0,251.0,0.35934197902679443
29.0,246.0,180.0,0.2093740701675415
33.0,246.0,159.0,0.33213675022125244
33.0,246.0,515.0,0.573668360710144
36.0,246.0,178.0,0.36846911907196045
44.0,246.0,251.0,0.35934197902679443
49.0,246.0,179.0,0.5873372554779053
5.0,247.0,231.0,0.5261173844337463
6.0,247.0,156.0,0.5305776596069336
27.0,247.0,207.0,0.6929594874382019
44.0,247.0,241.0,0.39363372325897217
44.0,247.0,255.0,0.10582971572875977
0.0,248.0,258.0,0.5187903642654419
0.0,248.0,270.0,0.1763463020324707
2.0,248.0,250.0,0.01814103126525879
3.0,248.0,250.0,0.01814103126525879
5.0,248.0,249.0,0.06249815225601196
6.0,248.0,537.0,0.1411501169204712
8.0,248.0,250.0,0.01814103126525879
9.0,248.0,270.0,0.1763463020324707
11.0,248.0,250.0,0.01814103126525879
12.0,248.0,250.0,0.01814103126525879
14.0,248.0,250.0,0.01814103126525879
15.0,248.0,250.0,0.01814103126525879
16.0,248.0,250.0,0.01814103126525879
18.0,248.0,250.0,0.01814103126525879
21.0,248.0,250.0,0.01814103126525879
22.0,248.0,250.0,0.01814103126525879
23.0,248.0,250.0,0.01814103126525879
24.0,248.0,250.0,0.01814103126525879
25.0,248.0,250.0,0.01814103126525879
26.0,248.0,250.0,0.01814103126525879
27.0,248.0,250.0,0.01814103126525879
28.0,248.0,537.0,0.1411501169204712
29.0,248.0,213.0,0.7161251902580261
29.0,248.0,250.0,0.01814103126525879
30.0,248.0,537.0,0.1411501169204712
32.0,248.0,250.0,0.01814103126525879
34.0,248.0,249.0,0.06249815225601196
34.0,248.0,250.0,0.01814103126525879
35.0,248.0,250.0,0.01814103126525879
36.0,248.0,231.0,0.5561092495918274
38.0,248.0,249.0,0.06249815225601196
39.0,248.0,258.0,0.5187903642654419
42.0,248.0,250.0,0.01814103126525879
43.0,248.0,249.0,0.06249815225601196
44.0,248.0,250.0,0.01814103126525879
45.0,248.0,250.0,0.01814103126525879
46.0,248.0,249.0,0.06249815225601196
46.0,248.0,250.0,0.01814103126525879
48.0,248.0,249.0,0.06249815225601196
49.0,248.0,250.0,0.01814103126525879
4.0,249.0,248.0,0.044820308685302734
14.0,249.0,248.0,0.044820308685302734
14.0,249.0,250.0,0.04455631971359253
18.0,249.0,248.0,0.044820308685302734
18.0,249.0,250.0,0.04455631971359253
20.0,249.0,248.0,0.044820308685302734
22.0,249.0,250.0,0.04455631971359253
24.0,249.0,250.0,0.04455631971359253
25.0,249.0,250.0,0.04455631971359253
34.0,249.0,248.0,0.044820308685302734
35.0,249.0,236.0,0.811652660369873
37.0,249.0,174.0,0.22168105840682983
40.0,249.0,174.0,0.22168105840682983
44.0,249.0,248.0,0.044820308685302734
46.0,249.0,248.0,0.044820308685302734
47.0,249.0,270.0,0.34684228897094727
48.0,249.0,248.0,0.044820308685302734
48.0,249.0,250.0,0.04455631971359253
49.0,249.0,256.0,0.5525071620941162
0.0,250.0,248.0,0.009405434131622314
2.0,250.0,248.0,0.009405434131622314
3.0,250.0,248.0,0.009405434131622314
4.0,250.0,248.0,0.009405434131622314
5.0,250.0,248.0,0.009405434131622314
6.0,250.0,249.0,0.06220942735671997
7.0,250.0,248.0,0.009405434131622314
7.0,250.0,249.0,0.06220942735671997
8.0,250.0,174.0,0.16165655851364136
8.0,250.0,248.0,0.009405434131622314
9.0,250.0,248.0,0.009405434131622314
11.0,250.0,249.0,0.06220942735671997
12.0,250.0,249.0,0.06220942735671997
13.0,250.0,248.0,0.009405434131622314
15.0,250.0,248.0,0.009405434131622314
16.0,250.0,248.0,0.009405434131622314
17.0,250.0,249.0,0.06220942735671997
18.0,250.0,249.0,0.06220942735671997
19.0,250.0,248.0,0.009405434131622314
19.0,250.0,249.0,0.06220942735671997
20.0,250.0,248.0,0.009405434131622314
21.0,250.0,248.0,0.009405434131622314
23.0,250.0,248.0,0.009405434131622314
23.0,250.0,249.0,0.06220942735671997
24.0,250.0,248.0,0.009405434131622314
25.0,250.0,248.0,0.009405434131622314
27.0,250.0,248.0,0.009405434131622314
28.0,250.0,248.0,0.009405434131622314
29.0,250.0,248.0,0.009405434131622314
30.0,250.0,248.0,0.009405434131622314
31.0,250.0,249.0,0.06220942735671997
32.0,250.0,248.0,0.009405434131622314
33.0,250.0,249.0,0.06220942735671997
34.0,250.0,249.0,0.06220942735671997
35.0,250.0,248.0,0.009405434131622314
38.0,250.0,248.0,0.009405434131622314
40.0,250.0,248.0,0.009405434131622314
42.0,250.0,248.0,0.009405434131622314
43.0,250.0,248.0,0.009405434131622314
44.0,250.0,248.0,0.009405434131622314
47.0,250.0,248.0,0.009405434131622314
33.0,251.0,805.0,0.8971990346908569
2.0,252.0,256.0,0.6037453413009644
7.0,252.0,199.0,0.18381834030151367
20.0,252.0,197.0,0.2122509479522705
27.0,252.0,208.0,1.1755651235580444
27.0,252.0,256.0,0.6037453413009644
30.0,252.0,155.0,0.19179195165634155
43.0,252.0,179.0,0.886173665523529
46.0,252.0,233.0,0.22571450471878052
4.0,253.0,173.0,0.1322617530822754
13.0,253.0,173.0,0.1322617530822754
22.0,253.0,171.0,0.20662140846252441
27.0,253.0,166.0,0.47925376892089844
28.0,253.0,151.0,0.2847808003425598
31.0,253.0,237.0,0.2962105870246887
34.0,253.0,151.0,0.2847808003425598
37.0,253.0,173.0,0.1322617530822754
16.0,254.0,179.0,0.46119654178619385
16.0,254.0,245.0,0.09109050035476685
44.0,254.0,195.0,0.15620958805084229
0.0,256.0,232.0,0.5011919736862183
7.0,256.0,224.0,0.23649811744689941
16.0,256.0,234.0,1.0861718654632568
31.0,256.0,244.0,0.06445038318634033
35.0,256.0,361.0,1.6061811447143555
39.0,256.0,204.0,1.1707656383514404
42.0,256.0,244.0,0.06445038318634033
48.0,256.0,244.0,0.06445038318634033
4.0,257.0,258.0,0.23343539237976074
12.0,257.0,248.0,0.3262351155281067
12.0,257.0,270.0,0.22597455978393555
13.0,257.0,222.0,0.09651631116867065
22.0,257.0,244.0,0.11438143253326416
28.0,257.0,207.0,0.12712907791137695
31.0,257.0,222.0,0.09651631116867065
33.0,257.0,207.0,0.12712907791137695
36.0,257.0,222.0,0.09651631116867065
37.0,257.0,222.0,0.09651631116867065
40.0,257.0,222.0,0.09651631116867065
45.0,257.0,208.0,0.6959751844406128
46.0,257.0,222.0,0.09651631116867065
49.0,257.0,169.0,0.4869452714920044
11.0,258.0,260.0,0.13207286596298218
19.0,258.0,279.0,0.15303707122802734
2.0,259.0,151.0,0.10878419876098633
38.0,259.0,154.0,0.1568545699119568
8.0,260.0,222.0,0.6806645393371582
8.0,260.0,257.0,0.8015487194061279
34.0,260.0,234.0,0.4064398407936096
34.0,260.0,244.0,0.07293802499771118
35.0,260.0,207.0,0.4398113489151001
40.0,260.0,227.0,0.6909087896347046
46.0,260.0,270.0,0.654044508934021
12.0,261.0,154.0,0.2226862907409668
25.0,261.0,192.0,0.5839629173278809
31.0,261.0,174.0,0.19925415515899658
35.0,261.0,174.0,0.19925415515899658
38.0,261.0,258.0,0.40771418809890747
44.0,261.0,174.0,0.19925415515899658
26.0,262.0,254.0,0.11778903007507324
31.0,262.0,182.0,0.1574530005455017
37.0,262.0,184.0,0.2574031352996826
41.0,262.0,252.0,0.2657475471496582
45.0,262.0,252.0,0.2657475471496582
48.0,262.0,252.0,0.2657475471496582
